proc_rea,NOME_PROC,CO_FINANCIAMENTO,FONTE,VALIDO,VALOR_2020,VALOR_2021,VALOR_2022
0405030010,APLICACAO DE PLACA RADIOATIVA EPISCLERAL,06,SIH,ATUA,1145.16,1145.16,1145.16
0405030029,BIOPSIA DE TUMOR INTRA OCULAR,06,SIA,ATUA,75.6,75.6,75.6
0405030037,CRIOTERAPIA OCULAR,06,SIA,ATUA,116,116,116
0405030045,FOTOCOAGULACAO A LASER,06,SIA,ATUA,75.15,75.15,75.15
0405030053,INJECAO INTRA-VITREO,06,SIA,ATUA,82.28,82.28,82.28
0405030070,RETINOPEXIA C/ INTROFLEXAO ESCLERAL,06,SIA,ATUA,1074.86,1074.86,1074.86
0405030088,RETINOPEXIA PRIMARIA,06,SIA,2008,514.22,514.22,514.22
0405030096,SUTURA DE ESCLERA,06,SIA,ATUA,161.19,161.19,161.19
0405030100,TRATAMENTO CIRURGICO DE DEISCENCIA DE SUTURA DE ESCLERA,06,SIA,ATUA,159.37,159.37,159.37
0405030118,TRATAMENTO CIRURGICO DE MIIASE PALPEBRAL,06,SIA,ATUA,22.93,22.93,22.93
0405030126,TRATAMENTO CIRURGICO DE NEOPLASIA DE ESCLERA,06,SIA,ATUA,259.2,259.2,259.2
0405030134,VITRECTOMIA ANTERIOR,06,SIA,ATUA,381.08,381.08,381.08
0405030142,VITRECTOMIA POSTERIOR,06,SIH,ATUA,1862.63,1862.63,1862.63
0405030150,VITRIOLISE A YAG LASER,06,SIA,ATUA,54,54,54
0405030169,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO E ENDOLASER,06,SIH,ATUA,2921.17,2921.17,2921.17
0405030177,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER,06,SIH,ATUA,3283.41,3283.41,3283.41
0405030185,TERMOTERAPIA TRANSPUPILAR,06,SIH,ATUA,743,743,743
0405030193,PAN-FOTOCOAGULAÇÃO DE RETINA A LASER,06,SIA,ATUA,300.6,300.6,300.6
0405030207,DRENAGEM DE HEMORRAGIA DE CORÓIDE,06,SIH,ATUA,453.6,453.6,453.6
0405030215,RETINOPEXIA PNEUMÁTICA,06,SIA,ATUA,389.64,389.64,389.64
0405030223,REMOÇÃO DE ÓLEO DE SILICONE,06,SIA,ATUA,468.6,468.6,468.6
0405030231,REMOÇÃO DE IMPLANTE EPISCLERAL,06,SIA,ATUA,389.64,389.64,389.64
0405040016,CORRECAO CIRURGICA DE LAGOFTALMO,06,SIA,ATUA,282.08,282.08,282.08
0405040024,CRIOTERAPIA DE TUMORES INTRA-OCULARES,06,SIH,ATUA,619.17,619.17,619.17
0405040032,DENERVACAO QUIMICA,06,SIA,2008,19.14,19.14,19.14
0405040040,DESCOMPRESSAO DE NERVO OPTICO,06,SIH,ATUA,774.35,774.35,774.35
0405040059,DESCOMPRESSAO DE ORBITA,06,SIH,ATUA,650.66,650.66,650.66
0405040067,ENUCLEACAO DE GLOBO OCULAR,06,SIA,ATUA,415.57,415.57,415.57
0405040075,EVISCERACAO DE GLOBO OCULAR,06,SIA,ATUA,587.51,587.51,587.51
0405040083,EXENTERACAO DE ORBITA,06,SIH,ATUA,774.35,774.35,774.35
0405040091,EXERESE DE TUMOR MALIGNO INTRA-OCULAR,06,SIH,ATUA,650.66,650.66,650.66
0405040105,EXPLANTE DE LENTE INTRA OCULAR,06,SIA,ATUA,846.19,846.19,846.19
0405040121,IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR,06,SIA,2016,443,443,443
0405040130,INJECAO RETROBULBAR / PERIBULBAR,06,SIA,ATUA,22.93,22.93,22.93
0405040148,ORBITOTOMIA,06,SIH,ATUA,619.17,619.17,619.17
0405040156,RECONSTITUICAO DE CAVIDADE ORBITÁRIA,06,SIH,ATUA,587.51,587.51,587.51
0405040164,RECONSTITUICAO DE PAREDE DA ORBITA,06,SIH,ATUA,730.42,730.42,730.42
0405040172,RETIRADA DE CISTICERCO INTRA-OCULAR,06,SIH,2008,619.17,619.17,619.17
0405040180,TRANSPLANTE DE PERIOSTEO EM ESCLEROMALACIA,06,SIH,ATUA,965.45,965.45,965.45
0405040199,TRATAMENTO CIRURGICO DE XANTELASMA,06,SIA,ATUA,116.42,116.42,116.42
0405040202,TRATAMENTO DE PTOSE PALPEBRAL,06,SIA,ATUA,449.44,449.44,449.44
0405040210,REPOSICIONAMENTO DE LENTE INTRAOCULAR,06,SIA,ATUA,453.6,453.6,453.6
0405050011,CAPSULECTOMIA POSTERIOR CIRURGICA,06,SIA,ATUA,180.45,180.45,180.45
0405050020,CAPSULOTOMIA A YAG LASER,06,SIA,ATUA,78.75,78.75,78.75
0405050038,CAUTERIZACAO DE CORNEA,06,SIA,ATUA,19.14,19.14,19.14
0405050046,CICLOCRIOCOAGULACAO / DIATERMIA,06,SIA,ATUA,587.51,587.51,587.51
0405050054,CICLODIALISE,06,SIA,ATUA,453.41,453.41,453.41
0405050062,CORRECAO DE ASTIGMATISMO SECUNDARIO,06,SIA,ATUA,19.14,19.14,19.14
0405050070,CORRECAO CIRURGICA DE HERNIA DE IRIS,06,SIA,ATUA,259.2,259.2,259.2
0405050089,EXERESE DE TUMOR DE CONJUNTIVA,06,SIA,ATUA,82.28,82.28,82.28
0405050097,FACECTOMIA C/ IMPLANTE DE LENTE INTRA-OCULAR,06,SIA,ATUA,531.6,531.6,531.6
0405050100,FACECTOMIA S/ IMPLANTE DE LENTE INTRA-OCULAR,06,SIA,ATUA,483.6,483.6,483.6
0405050119,FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR RIGIDA,06,SIA,ATUA,651.6,651.6,651.6
0405050127,FOTOTRABECULOPLASTIA A LASER,06,SIA,ATUA,45,45,45
0405050135,IMPLANTE DE PROTESE ANTI-GLAUCOMATOSA,06,SIH,ATUA,873.61,873.61,873.61
0405050143,IMPLANTE INTRA-ESTROMAL,06,SIA,ATUA,902.95,902.95,902.95
0405050151,IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR - LIO,06,SIA,ATUA,1112.83,1112.83,1112.83
0405050160,INJECAO SUBCONJUTIVAL / SUBTENONIANA,06,SIA,ATUA,8.24,8.24,8.24
0405050178,IRIDECTOMIA CIRURGICA,06,SIA,ATUA,297.46,297.46,297.46
0405050186,IRIDOCICLECTOMIA,06,SIH,ATUA,619.16,619.16,619.16
0405050194,IRIDOTOMIA A LASER,06,SIA,ATUA,45,45,45
0405050208,PARACENTESE DE CAMARA ANTERIOR,06,SIA,ATUA,82.28,82.28,82.28
0405050216,RECOBRIMENTO CONJUNTIVAL,06,SIA,ATUA,172.27,172.27,172.27
0405050224,RECONSTITUICAO DE FORNIX CONJUNTIVAL,06,SIA,ATUA,436.44,436.44,436.44
0405050232,RECONSTRUCAO DE CAMARA ANTERIOR DO OLHO,06,SIH,ATUA,794.89,794.89,794.89
0405050240,RETIRADA DE CORPO ESTRANHO DA CAMARA ANTERIOR DO OLHO,06,SIA,ATUA,335.72,335.72,335.72
0405050259,RETIRADA DE CORPO ESTRANHO DA CORNEA,06,SIA,ATUA,25,25,25
0405050267,SINEQUIOLISE A YAG LASER,06,SIA,ATUA,45,45,45
0405050283,SUBSTITUICAO DE LENTE INTRA-OCULAR,06,SIA,ATUA,544.88,544.88,544.88
0405050291,SUTURA DE CONJUNTIVA,06,SIA,ATUA,82.28,82.28,82.28
0405050305,SUTURA DE CORNEA,06,SIA,ATUA,164.08,164.08,164.08
0405050313,TOPOPLASTIA DO TRANSPLANTE,06,SIH,ATUA,965.45,965.45,965.45
0405050321,TRABECULECTOMIA,06,SIA,ATUA,898.35,898.35,898.35
0405050348,TRATAMENTO CIRURGICO CICLODESTRUTIVO,06,SIH,2008,159.37,159.37,159.37
0405050356,TRATAMENTO CIRURGICO DE GLAUCOMA CONGENITO,06,SIH,ATUA,1236.75,1236.75,1236.75
0405050364,TRATAMENTO CIRURGICO DE PTERIGIO,06,SIA,ATUA,209.55,209.55,209.55
0405050372,FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL,06,SIA,ATUA,771.6,771.6,771.6
0405050380,CIRURGIA DE CATARATA CONGÊNITA,06,SIH,ATUA,895.16,895.16,895.16
0405050399,TRATAMENTO CIRÚRGICO DE DEISCÊNCIA DE SUTURA DE CÓRNEA,06,SIA,ATUA,172.12,172.12,172.12
0405050402,RADIAÇÃO PARA CROSS LINKING CORNEANO,06,SIA,ATUA,292.72,292.72,292.72
0406010013,ABERTURA DE COMUNICAÇÃO INTER-ATRIAL,04,SIH,ATUA,12246.65,12246.65,12246.65
0406010021,ABERTURA DE ESTENOSE AORTICA VALVAR,06,SIH,ATUA,7445.17,7445.17,7445.17
0406010030,ABERTURA DE ESTENOSE PULMONAR VALVAR,06,SIH,ATUA,7445.17,7445.17,7445.17
0406010048,AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRICULO DIREITO E/OU RAMOS PULMONARES,06,SIH,ATUA,11187.16,11187.16,11187.16
0406010056,AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO ESQUERDO,06,SIH,ATUA,12849.23,12849.23,12849.23
0406010064,ANASTOMOSE CAVO-PULMONAR BIDIRECIONAL,06,SIH,ATUA,8431.76,8431.76,8431.76
0406010072,ANASTOMOSE CAVO-PULMONAR TOTAL,04,SIH,ATUA,16557.69,16557.69,16557.69
0406010080,ANASTOMOSE SISTEMICO-PULMONAR,06,SIH,ATUA,5554.95,5554.95,5554.95
0406010099,BANDAGEM DA ARTÉRIA PULMONAR,06,SIH,ATUA,5629.58,5629.58,5629.58
0406010102,CARDIORRAFIA,06,SIH,ATUA,1868.54,1868.54,1868.54
0406010110,CARDIOTOMIA P/ RETIRADA DE CORPO ESTRANHO,06,SIH,ATUA,1737.05,1737.05,1737.05
0406010129,COLOCAÇÃO DE BALÃO INTRA-AÓRTICO,06,SIH,ATUA,45,45,45
0406010137,CORREÇÃO DE ANEURISMA / DISSECÇÃO DA AORTA TORACO-ABDOMINAL,06,SIH,ATUA,7181.42,7181.42,7181.42
0406010145,CORRECAO DE ATRESIA MITRAL,06,SIH,2010,11183.35,11183.35,11183.35
0406010153,CORREÇÃO DE ATRESIA PULMONAR E COMUNICAÇÃO INTERVENTRICULAR,04,SIH,ATUA,22267.92,22267.92,22267.92
0406010161,CORREÇÃO DE ÁTRIO ÚNICO,04,SIH,ATUA,14685.43,14685.43,14685.43
0406010170,CORREÇÃO DE BANDA ANÔMALA DO VENTRÍCULO DIREITO,04,SIH,ATUA,10948.62,10948.62,10948.62
0406010188,CORREÇÃO DE COARCTAÇÃO DA AORTA,06,SIH,ATUA,5629.58,5629.58,5629.58
0406010196,CORREÇÃO DE COMUNICAÇÃO INTERVENTRICULAR,06,SIH,ATUA,13585.75,13585.75,13585.75
0406010200,CORREÇÃO DE COMUNICAÇÃO INTER-VENTRICULAR E INSUFICIÊNCIA AORTICA,06,SIH,ATUA,9874.1,9874.1,9874.1
0406010218,CORREÇÃO DE COR TRIATRIATUM,04,SIH,ATUA,16557.69,16557.69,16557.69
0406010226,CORREÇÃO DE CORONÁRIA ANÔMALA (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,22267.92,22267.92,22267.92
0406010234,CORREÇÃO DE DRENAGEM ANÔMALA DO RETORNO SISTÊMICO,06,SIH,ATUA,9874.1,9874.1,9874.1
0406010242,CORREÇÃO DE DRENAGEM ANÔMALA PARCIAL DE VEIAS PULMONARES,06,SIH,ATUA,9874.1,9874.1,9874.1
0406010250,CORREÇÃO DE DRENAGEM ANÔMALA TOTAL DE VEIAS PULMONARES,04,SIH,ATUA,24318.83,24318.83,24318.83
0406010269,CORREÇÃO DE DUPLA VIA DE SAÍDA DO VENTRÍCULO DIREITO,04,SIH,ATUA,24318.83,24318.83,24318.83
0406010277,CORREÇÃO DE DUPLA VIA DE SAÍDA DO VENTRÍCULO ESQUERDO,04,SIH,ATUA,24318.83,24318.83,24318.83
0406010285,CORREÇÃO DE ESTENOSE AÓRTICA (0 A 3 ANOS),04,SIH,ATUA,20435.86,20435.86,20435.86
0406010293,CORREÇÃO DE ESTENOSE MITRAL CONGÊNITA,06,SIH,ATUA,12357.51,12357.51,12357.51
0406010307,CORREÇÃO DE ESTENOSE SUPRA-AÓRTICA,06,SIH,ATUA,7445.17,7445.17,7445.17
0406010315,CORREÇÃO DE FÍSTULA AÓRTO-CAVITARIAS,06,SIH,ATUA,9874.1,9874.1,9874.1
0406010323,CORRECAO DE HIPERTROFIA SEPTAL ASSIMETRICA,06,SIH,ATUA,10909.4,10909.4,10909.4
0406010331,CORREÇÃO DE HIPOPLASIA DE VENTRÍCULO ESQUERDO,04,SIH,ATUA,24318.66,24318.66,24318.66
0406010340,CORREÇÃO DE INSUFICIÊNCIA DA VÁLVULA TRICÚSPIDE,06,SIH,ATUA,10909.4,10909.4,10909.4
0406010358,CORREÇÃO DE INSUFICIÊNCIA MITRAL CONGÊNITA,06,SIH,ATUA,9874,9874,9874
0406010366,CORREÇÃO DE INTERRUPÇÃO DO ARCO AÓRTICO,04,SIH,ATUA,24318.83,24318.83,24318.83
0406010374,CORREÇÃO DE JANELA AORTO-PULMONAR (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,22446.57,22446.57,22446.57
0406010382,CORREÇÃO DE JANELA AORTO-PULMONAR,06,SIH,ATUA,10909.4,10909.4,10909.4
0406010390,CORREÇÃO DE LESÕES NA TRANSPOSIÇÃO CORRIGIDA DOS VASOS DA BASE,04,SIH,ATUA,18150.46,18150.46,18150.46
0406010404,CORREÇÃO DE PERSISTÊNCIA DO CANAL ARTERIAL,06,SIH,ATUA,3544.78,3544.78,3544.78
0406010412,CORREÇÃO DE PERSISTÊNCIA DO CANAL ARTERIAL NO RÉCEM-NASCIDO,06,SIH,ATUA,3544.78,3544.78,3544.78
0406010420,CORREÇÃO DE TETRALOGIA DE FALLOT E VARIANTES (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,22446.57,22446.57,22446.57
0406010439,CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES,06,SIH,ATUA,12357.51,12357.51,12357.51
0406010447,CORREÇÃO DE TRANSPOSIÇÃO DOS GRANDES VASOS DA BASE (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,24318.83,24318.83,24318.83
0406010455,CORREÇÃO DE TRANSPOSIÇÃO DE GRANDES VASOS DA BASE,06,SIH,ATUA,11865.22,11865.22,11865.22
0406010463,CORREÇÃO DE TRONCO ARTERIOSO PERSISTENTE,04,SIH,ATUA,24318.83,24318.83,24318.83
0406010471,CORREÇÃO DE VENTRÍCULO ÚNICO,04,SIH,ATUA,24318.83,24318.83,24318.83
0406010480,CORREÇÃO DO CANAL ÁTRIO-VENTRICULAR (PARCIAL / INTERMEDIÁRIO),06,SIH,ATUA,9874.1,9874.1,9874.1
0406010498,CORREÇÃO DO CANAL ÁTRIO-VENTRICULAR (TOTAL),04,SIH,ATUA,24318.83,24318.83,24318.83
0406010501,CORREÇÕES DE ANOMALIAS DO ARCO AÓRTICO,06,SIH,ATUA,8019.47,8019.47,8019.47
0406010510,DRENAGEM C/ BIOPSIA DE PERICÁRDIO,06,SIH,ATUA,269.75,269.75,269.75
0406010528,EXERESE DE CISTO PERICÁRDICO,06,SIH,ATUA,3965.49,3965.49,3965.49
0406010536,FECHAMENTO DE COMUNICAÇÃO INTERATRIAL,06,SIH,ATUA,7445.17,7445.17,7445.17
0406010544,FECHAMENTO DE COMUNICAÇÃO INTERVENTRICULAR,06,SIH,ATUA,7445.17,7445.17,7445.17
0406010552,IMPLANTE C/ TROCA DE POSIÇÃO DE VALVAS (CIRURGIA DE ROSS),06,SIH,ATUA,7569.22,7569.22,7569.22
0406010560,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CÂMARA ÚNICA TRANSVENOSO,06,SIH,ATUA,1657.9,1657.9,1657.9
0406010579,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO EPIMIOCÁRDICO POR TORACOTOMIA P/ IMPLANTE DE ELETRODO,06,SIH,ATUA,2054.31,2054.31,2054.31
0406010587,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CÃMARA DUPLA TRANSVENOSO,06,SIH,ATUA,1716.76,1716.76,1716.76
0406010595,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR MULTI-SÍTIO ENDOCAVITÁRIO C/ REVERSÃO PARA EPIMIOCÁRDICO POR TORACOTOMIA,06,SIH,ATUA,2036.98,2036.98,2036.98
0406010609,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO,06,SIH,ATUA,1657.9,1657.9,1657.9
0406010617,IMPLANTE DE MARCAPASSO CARDÍACO MULTI-SITIO ENDOCAVITÁRIO C/ REVERSÃO P/ EPIMIOCÁRDICO (POR TORACOTOMIA),06,SIH,ATUA,1788.74,1788.74,1788.74
0406010625,IMPLANTE DE MARCAPASSO CARDÍACO MULTI-SITIO EPIMIOCÁRDICO POR TORACOTOMIA P/IMPLANTE DE ELETRODO,06,SIH,ATUA,1806.07,1806.07,1806.07
0406010633,IMPLANTE DE MARCAPASSO CARDÍACO MULTI-SITIO TRANSVENOSO,06,SIH,ATUA,1730.51,1730.51,1730.51
0406010641,IMPLANTE DE MARCAPASSO DE CÂMARA DUPLA EPIMIOCÁRDICO,06,SIH,ATUA,793.15,793.15,793.15
0406010650,IMPLANTE DE MARCAPASSO DE CÂMARA DUPLA TRANSVENOSO,06,SIH,ATUA,1023.72,1023.72,1023.72
0406010668,IMPLANTE DE MARCAPASSO DE CÂMARA ÚNICA EPIMIOCÁRDICO,06,SIH,ATUA,796.75,796.75,796.75
0406010676,IMPLANTE DE MARCAPASSO DE CÂMARA ÚNICA TRANSVENOSO,06,SIH,ATUA,968.77,968.77,968.77
0406010684,IMPLANTE DE MARCAPASSO TEMPORÁRIO TRANSVENOSO,06,SIH,ATUA,364.75,364.75,364.75
0406010692,IMPLANTE DE PRÓTESE VALVAR,06,SIH,ATUA,6321.74,6321.74,6321.74
0406010706,INFARTECTOMIA / ANEURISMECTOMIA ASSOCIADA OU NÃO A REVASCULARIZAÇÃO MIOCÁRDICA,06,SIH,ATUA,6899.65,6899.65,6899.65
0406010714,INSTALAÇÃO DE ASSISTÊNCIA CIRCULATÓRIA,06,SIH,ATUA,266.18,266.18,266.18
0406010722,INSTALAÇÃO DE CATETER DE TERMODILUIÇÃO,06,SIH,ATUA,20,20,20
0406010730,LIGADURA DE FÍSTULA SISTÊMICO-PULMONAR,06,SIH,ATUA,4605.63,4605.63,4605.63
0406010749,MANUTENÇÃO DE ASSISTÊNCIA CIRCULATÓRIA,06,SIH,ATUA,188.18,188.18,188.18
0406010757,PERICARDIECTOMIA,06,SIH,ATUA,1875.12,1875.12,1875.12
0406010765,PERICARDIECTOMIA PARCIAL,06,SIH,ATUA,1875.12,1875.12,1875.12
0406010773,PERICARDIOCENTESE,06,SIH,ATUA,242.97,242.97,242.97
0406010781,PLÁSTICA / TROCA DE VÁLVULA TRICÚSPIDE (ANOMALIA DE EBSTEIN),04,SIH,ATUA,24318.83,24318.83,24318.83
0406010790,PLÁSTICA DE LOJA DE GERADOR DE SISTEMA DE ESTIMULAÇÃO CARDÍACA ARTIFICIAL,06,SIH,ATUA,667,667,667
0406010803,PLÁSTICA VALVAR,06,SIH,ATUA,6061.7,6061.7,6061.7
0406010811,PLÁSTICA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA,06,SIH,ATUA,7756.37,7756.37,7756.37
0406010820,PLÁSTICA VALVAR E/OU TROCA VALVAR MÚLTIPLA,06,SIH,ATUA,7277.56,7277.56,7277.56
0406010838,RECONSTRUÇÃO DA RAIZ DA AORTA,06,SIH,ATUA,7181.42,7181.42,7181.42
0406010846,RECONSTRUÇÃO DA RAIZ DA AORTA C/ TUBO VALVADO,06,SIH,ATUA,7783.09,7783.09,7783.09
0406010854,REPOSICIONAMENTO DE ELETRODOS DE CARDIOVERSOR DESFIBRILADOR,06,SIH,ATUA,731.58,731.58,731.58
0406010862,REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO,06,SIH,ATUA,744.91,744.91,744.91
0406010870,REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO MULTI-SITIO,06,SIH,ATUA,731.58,731.58,731.58
0406010889,RESSECÇÃO DE ENDOMIOCARDIOFIBROSE,06,SIH,ATUA,6005.14,6005.14,6005.14
0406010897,RESSECÇÃO DE MEMBRANA SUB-AÓRTICA,06,SIH,ATUA,6974.91,6974.91,6974.91
0406010900,RESSECÇÃO DE TUMOR INTRACARDÍACO,06,SIH,ATUA,10909.4,10909.4,10909.4
0406010919,RETIRADA DE SISTEMA DE ESTIMULAÇÃO CARDÍACA ARTIFICIAL,06,SIH,ATUA,489.38,489.38,489.38
0406010927,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA,06,SIH,ATUA,6756.37,6756.37,6756.37
0406010935,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA (C/ 2 OU MAIS ENXERTOS),06,SIH,ATUA,6956.37,6956.37,6956.37
0406010943,REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA,06,SIH,ATUA,8740.43,8740.43,8740.43
0406010951,REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA (C/ 2 OU MAIS ENXERTOS),06,SIH,ATUA,8940.43,8940.43,8940.43
0406010960,TRATAMENTO DE CONTUSÃO MIOCÁRDICA,06,SIH,ATUA,156.28,156.28,156.28
0406010978,TRATAMENTO DE FERIMENTO CARDÍACO PERFURO-CORTANTE,06,SIH,ATUA,156.28,156.28,156.28
0406010986,TROCA DE AORTA ASCENDENTE,06,SIH,ATUA,7154.7,7154.7,7154.7
0406010994,TROCA DE ARCO AÓRTICO,06,SIH,ATUA,7154.7,7154.7,7154.7
0406011001,TROCA DE CONJUNTO DO SEIO CORONÁRIO NO MARCAPASSO MULTI-SITIO,06,SIH,ATUA,797.6,797.6,797.6
0406011010,TROCA DE ELETRODOS DE DESFIBRILADOR DE CARDIO-DESFIBRILADOR TRANSVENOSO,06,SIH,ATUA,731.58,731.58,731.58
0406011028,TROCA DE ELETRODOS DE DESFIBRILADOR NO CARDIO-DESFIBRILADOR MULTI-SITIO,06,SIH,ATUA,731.58,731.58,731.58
0406011036,TROCA DE ELETRODOS DE MARCAPASSO DE CÂMARA DUPLA,06,SIH,ATUA,777.91,777.91,777.91
0406011044,TROCA DE ELETRODOS DE MARCAPASSO DE CÂMARA ÚNICA,06,SIH,ATUA,744.91,744.91,744.91
0406011052,TROCA DE ELETRODOS DE MARCAPASSO EM CARDIO-DESFIBRILADOR DE CAMARA DUPLA TRANSVENOSO,06,SIH,ATUA,542.76,542.76,542.76
0406011060,TROCA DE ELETRODOS DE MARCAPASSO MULTI-SITIO,06,SIH,2010,504.02,504.02,504.02
0406011079,TROCA DE ELETRODOS DE MARCAPASSO NO CARDIO-DESFIBRILADOR MULTI-SITIO,06,SIH,ATUA,731.58,731.58,731.58
0406011087,TROCA DE ELETRODOS DE MARCAPASSO NO MARCAPASSO MULTI-SITIO,06,SIH,ATUA,692.84,692.84,692.84
0406011095,TROCA DE ELETRODOS DE SEIO CORONÁRIO NO CARDIOVERSOR DESFIBRILADOR MULTI-SITIO,06,SIH,ATUA,692.84,692.84,692.84
0406011109,TROCA DE GERADOR DE CARDIO-DESFIBRILADOR DE CÂMARA ÚNICA / DUPLA,06,SIH,ATUA,731.58,731.58,731.58
0406011117,TROCA DE GERADOR DE CARDIO-DESFIBRILADOR MULTI-SITIO,06,SIH,ATUA,731.58,731.58,731.58
0406011125,TROCA DE GERADOR DE MARCAPASSO DE CÂMARA DUPLA,06,SIH,ATUA,745.15,745.15,745.15
0406011133,TROCA DE GERADOR DE MARCAPASSO DE CÂMARA ÚNICA,06,SIH,ATUA,744.91,744.91,744.91
0406011141,TROCA DE GERADOR DE MARCAPASSO MULTI-SITIO,06,SIH,ATUA,731.58,731.58,731.58
0406011150,TROCA DE GERADOR E DE ELETRODO DE MARCAPASSO DE CÂMARA ÚNICA,06,SIH,ATUA,744.91,744.91,744.91
0406011168,TROCA DE GERADOR E DE ELETRODOS DE CARDIO-DESFIBRILADOR,06,SIH,ATUA,731.58,731.58,731.58
0406011176,TROCA DE GERADOR E DE ELETRODOS DE CARDIO-DESFIBRILADOR MULTISITIO,06,SIH,ATUA,731.58,731.58,731.58
0406011184,TROCA DE GERADOR E DE ELETRODOS DE MARCAPASSO DE CÂMARA DUPLA,06,SIH,ATUA,745.06,745.06,745.06
0406011192,TROCA DE GERADOR E DE ELETRODOS NO MARCAPASSO MULTI-SITIO,06,SIH,ATUA,731.58,731.58,731.58
0406011206,TROCA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA,06,SIH,ATUA,7756.37,7756.37,7756.37
0406011214,UNIFOCALIZAÇÃO DE RAMOS DA ARTÉRIA PULMONAR C/ CIRCULAÇÃO EXTRACORPÓREA,04,SIH,ATUA,16557.69,16557.69,16557.69
0406011222,UNIFOCALIZAÇÃO DE RAMOS DA ARTÉRIA PULMONAR S/ CIRCULAÇÃO EXTRACORPÓREA,04,SIH,ATUA,12246.65,12246.65,12246.65
0406011230,ANASTOMOSE SISTEMICO PULMONAR COM CEC,06,SIH,ATUA,3855.37,3855.37,3855.37
0406011249,CORRECAO DE COARCTACAO DA AORTA COM CEC,06,SIH,ATUA,3909.37,3909.37,3909.37
0406011257,CORREÇÃO DE CORONARIA ANOMALA (19 A 110),06,SIH,ATUA,6400.92,6400.92,6400.92
0406011265,ABERTURA DE ESTENOSE AORTICA VALVAR (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,12820.88,12820.88,12820.88
0406011273,ABERTURA DE ESTENOSE PULMONAR VALVAR (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,10948.62,10948.62,10948.62
0406011281,AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO DIREITO E/OU RAMOS PULMONARES (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,15991.52,15991.52,15991.52
0406011290,AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO ESQUERDO (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,19664.32,19664.32,19664.32
0406011303,ANASTOMOSE CAVO-PULMONAR BIDIRECIONAL (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,14685.43,14685.43,14685.43
0406011311,ANASTOMOSE SISTEMICO-PULMONAR (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,12131.83,12131.83,12131.83
0406011320,BANDAGEM DA ARTERIA PULMONAR (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,12246.65,12246.65,12246.65
0406011338,CORRECAO DE COARCTACAO DA AORTA (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,10374.38,10374.38,10374.38
0406011346,CORRECAO DE DRENAGEM ANOMALA DO RETORNO SISTEMICO (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,16557.69,16557.69,16557.69
0406011354,CORREÇÃO DE DRENAGEM ANOMALA PARCIAL DE VEIAS PULMONARES (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,12674.72,12674.72,12674.72
0406011362,CORRECAO DE ESTENOSE MITRAL CONGENITA (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,19664.32,19664.32,19664.32
0406011370,CORREÇÃO DE ESTENOSE SUPRA-AÓRTICA (CRIANÇA E ADOLESCENTE),04,SIH,ATUA,10948.62,10948.62,10948.62
