codigo_procedimento_sigtap;codigo_sha;ds_sha_pt
404010547;HC.1.1 ;Atenção curativa em regime de internação
404010555;HC.1.1 ;Atenção curativa em regime de internação
404010563;HC.1.1 ;Atenção curativa em regime de internação
404010571;HC.1.1 ;Atenção curativa em regime de internação
404010580;HC.1.1 ;Atenção curativa em regime de internação
404010598;HC.1.1 ;Atenção curativa em regime de internação
404010601;HC.1.1 ;Atenção curativa em regime de internação
404010610;HC.1.1 ;Atenção curativa em regime de internação
404010628;HC.1.1 ;Atenção curativa em regime de internação
404010636;HC.1.1 ;Atenção curativa em regime de internação
404010644;HC.1.1 ;Atenção curativa em regime de internação
404010652;HC.1.1 ;Atenção curativa em regime de internação
404020011;HC.1.1 ;Atenção curativa em regime de internação
404020020;HC.1.3.3 ;Atenção ambulatorial especializada
404020038;HC.1.3.3 ;Atenção ambulatorial especializada
404020046;HC.1.1 ;Atenção curativa em regime de internação
404020054;HC.1.3.3 ;Atenção ambulatorial especializada
404020062;HC.1.1 ;Atenção curativa em regime de internação
404020070;HC.1.1 ;Atenção curativa em regime de internação
404020089;HC.1.3.3 ;Atenção ambulatorial especializada
404020097;HC.1.3.3 ;Atenção ambulatorial especializada
404020100;HC.1.3.3 ;Atenção ambulatorial especializada
404020119;HC.1.1 ;Atenção curativa em regime de internação
404020127;HC.1.3.2 ;Atenção ambulatorial saude bucal
404020135;HC.1.1 ;Atenção curativa em regime de internação
404020143;HC.1.1 ;Atenção curativa em regime de internação
404020151;HC.1.1 ;Atenção curativa em regime de internação
404020160;HC.1.1 ;Atenção curativa em regime de internação
404020178;HC.1.1 ;Atenção curativa em regime de internação
404020186;HC.1.1 ;Atenção curativa em regime de internação
404020194;HC.1.1 ;Atenção curativa em regime de internação
404020208;HC.1.1 ;Atenção curativa em regime de internação
404020216;HC.1.1 ;Atenção curativa em regime de internação
404020224;HC.1.1 ;Atenção curativa em regime de internação
404020232;HC.1.1 ;Atenção curativa em regime de internação
404020240;HC.1.1 ;Atenção curativa em regime de internação
404020259;HC.1.1 ;Atenção curativa em regime de internação
404020267;HC.1.1 ;Atenção curativa em regime de internação
404020275;HC.1.1 ;Atenção curativa em regime de internação
404020283;HC.1.1 ;Atenção curativa em regime de internação
404020291;HC.1.1 ;Atenção curativa em regime de internação
404020305;HC.1.1 ;Atenção curativa em regime de internação
404020313;HC.1.3.3 ;Atenção ambulatorial especializada
404020321;HC.1.1 ;Atenção curativa em regime de internação
404020330;HC.1.1 ;Atenção curativa em regime de internação
404020348;HC.1.1 ;Atenção curativa em regime de internação
404020356;HC.1.1 ;Atenção curativa em regime de internação
404020364;HC.1.1 ;Atenção curativa em regime de internação
404020372;HC.1.1 ;Atenção curativa em regime de internação
404020380;HC.1.1 ;Atenção curativa em regime de internação
404020399;HC.1.1 ;Atenção curativa em regime de internação
404020402;HC.1.1 ;Atenção curativa em regime de internação
404020410;HC.1.1 ;Atenção curativa em regime de internação
404020429;HC.1.1 ;Atenção curativa em regime de internação
404020437;HC.1.1 ;Atenção curativa em regime de internação
404020445;HC.1.3.2 ;Atenção ambulatorial saude bucal
404020453;HC.1.1 ;Atenção curativa em regime de internação
404020461;HC.1.1 ;Atenção curativa em regime de internação
404020470;HC.1.1 ;Atenção curativa em regime de internação
404020488;HC.1.3.2 ;Atenção ambulatorial saude bucal
404020496;HC.1.1 ;Atenção curativa em regime de internação
404020500;HC.1.1 ;Atenção curativa em regime de internação
404020518;HC.1.1 ;Atenção curativa em regime de internação
404020526;HC.1.1 ;Atenção curativa em regime de internação
404020534;HC.1.1 ;Atenção curativa em regime de internação
404020542;HC.1.1 ;Atenção curativa em regime de internação
404020550;HC.1.1 ;Atenção curativa em regime de internação
404020569;HC.1.1 ;Atenção curativa em regime de internação
404020577;HC.1.3.2 ;Atenção ambulatorial saude bucal
404020585;HC.1.1 ;Atenção curativa em regime de internação
404020593;HC.1.1 ;Atenção curativa em regime de internação
404020607;HC.1.1 ;Atenção curativa em regime de internação
404020615;HC.1.3.2 ;Atenção ambulatorial saude bucal
404020623;HC.1.3.3 ;Atenção ambulatorial especializada
404020631;HC.1.3.3 ;Atenção ambulatorial especializada
404020640;HC.1.1 ;Atenção curativa em regime de internação
404020658;HC.1.1 ;Atenção curativa em regime de internação
404020666;HC.1.1 ;Atenção curativa em regime de internação
404020674;HC.1.3.3 ;Atenção ambulatorial especializada
404020690;HC.1.1 ;Atenção curativa em regime de internação
404020704;HC.1.1 ;Atenção curativa em regime de internação
404020712;HC.1.1 ;Atenção curativa em regime de internação
404020720;HC.1.1 ;Atenção curativa em regime de internação
404020739;HC.1.1 ;Atenção curativa em regime de internação
404020771;HC.1.1 ;Atenção curativa em regime de internação
404020780;HC.1.1 ;Atenção curativa em regime de internação
404030017;HC.1.1 ;Atenção curativa em regime de internação
404030025;HC.1.1 ;Atenção curativa em regime de internação
404030033;HC.1.1 ;Atenção curativa em regime de internação
404030041;HC.1.1 ;Atenção curativa em regime de internação
404030050;HC.1.1 ;Atenção curativa em regime de internação
404030068;HC.1.1 ;Atenção curativa em regime de internação
404030076;HC.1.1 ;Atenção curativa em regime de internação
404030084;HC.1.1 ;Atenção curativa em regime de internação
404030092;HC.1.1 ;Atenção curativa em regime de internação
404030106;HC.1.1 ;Atenção curativa em regime de internação
404030114;HC.1.1 ;Atenção curativa em regime de internação
404030122;HC.1.1 ;Atenção curativa em regime de internação
404030130;HC.1.1 ;Atenção curativa em regime de internação
404030149;HC.1.1 ;Atenção curativa em regime de internação
404030157;HC.1.1 ;Atenção curativa em regime de internação
404030165;HC.1.1 ;Atenção curativa em regime de internação
404030173;HC.1.1 ;Atenção curativa em regime de internação
404030181;HC.1.1 ;Atenção curativa em regime de internação
404030190;HC.1.1 ;Atenção curativa em regime de internação
404030203;HC.1.1 ;Atenção curativa em regime de internação
404030211;HC.1.1 ;Atenção curativa em regime de internação
404030220;HC.1.1 ;Atenção curativa em regime de internação
404030246;HC.1.1 ;Atenção curativa em regime de internação
404030254;HC.1.1 ;Atenção curativa em regime de internação
404030262;HC.1.1 ;Atenção curativa em regime de internação
404030270;HC.1.1 ;Atenção curativa em regime de internação
404030289;HC.1.1 ;Atenção curativa em regime de internação
404030297;HC.1.1 ;Atenção curativa em regime de internação
404030300;HC.1.1 ;Atenção curativa em regime de internação
404030319;HC.1.1 ;Atenção curativa em regime de internação
404030327;HC.1.1 ;Atenção curativa em regime de internação
405010010;HC.1.3.3 ;Atenção ambulatorial especializada
405010028;HC.1.3.3 ;Atenção ambulatorial especializada
405010036;HC.1.3.3 ;Atenção ambulatorial especializada
405010044;HC.1.3.3 ;Atenção ambulatorial especializada
405010052;HC.1.3.3 ;Atenção ambulatorial especializada
405010060;HC.1.3.3 ;Atenção ambulatorial especializada
405010079;HC.1.3.3 ;Atenção ambulatorial especializada
405010087;HC.1.1 ;Atenção curativa em regime de internação
405010109;HC.1.3.3 ;Atenção ambulatorial especializada
405010117;HC.1.3.3 ;Atenção ambulatorial especializada
405010125;HC.1.3.3 ;Atenção ambulatorial especializada
405010133;HC.1.1 ;Atenção curativa em regime de internação
405010141;HC.1.3.3 ;Atenção ambulatorial especializada
405010150;HC.1.1 ;Atenção curativa em regime de internação
405010168;HC.1.3.3 ;Atenção ambulatorial especializada
405010176;HC.1.3.3 ;Atenção ambulatorial especializada
405010184;HC.1.3.3 ;Atenção ambulatorial especializada
405010192;HC.1.3.3 ;Atenção ambulatorial especializada
405010206;HC.1.3.3 ;Atenção ambulatorial especializada
405020015;HC.1.3.3 ;Atenção ambulatorial especializada
405020023;HC.1.3.3 ;Atenção ambulatorial especializada
405030010;HC.1.1 ;Atenção curativa em regime de internação
405030029;HC.1.3.3 ;Atenção ambulatorial especializada
405030037;HC.1.3.3 ;Atenção ambulatorial especializada
405030045;HC.1.3.3 ;Atenção ambulatorial especializada
405030053;HC.1.3.3 ;Atenção ambulatorial especializada
405030070;HC.1.3.3 ;Atenção ambulatorial especializada
405030088;HC.1.1 ;Atenção curativa em regime de internação
405030096;HC.1.3.3 ;Atenção ambulatorial especializada
405030100;HC.1.3.3 ;Atenção ambulatorial especializada
405030118;HC.1.3.3 ;Atenção ambulatorial especializada
405030126;HC.1.3.3 ;Atenção ambulatorial especializada
405030134;HC.1.3.3 ;Atenção ambulatorial especializada
405030142;HC.1.1 ;Atenção curativa em regime de internação
405030150;HC.1.3.3 ;Atenção ambulatorial especializada
405030169;HC.1.1 ;Atenção curativa em regime de internação
405030177;HC.1.3.3 ;Atenção ambulatorial especializada
405030185;HC.1.3.3 ;Atenção ambulatorial especializada
405030193;HC.1.3.3 ;Atenção ambulatorial especializada
405030207;HC.1.1 ;Atenção curativa em regime de internação
405030215;HC.1.3.3 ;Atenção ambulatorial especializada
405030223;HC.1.3.3 ;Atenção ambulatorial especializada
405030231;HC.1.3.3 ;Atenção ambulatorial especializada
405040016;HC.1.3.3 ;Atenção ambulatorial especializada
405040024;HC.1.1 ;Atenção curativa em regime de internação
405040032;HC.1.1 ;Atenção curativa em regime de internação
405040040;HC.1.1 ;Atenção curativa em regime de internação
405040059;HC.1.1 ;Atenção curativa em regime de internação
405040067;HC.1.3.3 ;Atenção ambulatorial especializada
405040075;HC.1.3.3 ;Atenção ambulatorial especializada
405040083;HC.1.1 ;Atenção curativa em regime de internação
405040091;HC.1.1 ;Atenção curativa em regime de internação
405040105;HC.1.3.3 ;Atenção ambulatorial especializada
405040121;HC.1.3.3 ;Atenção ambulatorial especializada
405040130;HC.1.3.3 ;Atenção ambulatorial especializada
405040148;HC.1.1 ;Atenção curativa em regime de internação
405040156;HC.1.1 ;Atenção curativa em regime de internação
405040164;HC.1.1 ;Atenção curativa em regime de internação
405040172;HC.1.1 ;Atenção curativa em regime de internação
405040180;HC.1.1 ;Atenção curativa em regime de internação
405040199;HC.1.3.3 ;Atenção ambulatorial especializada
405040202;HC.1.3.3 ;Atenção ambulatorial especializada
405040210;HC.1.3.3 ;Atenção ambulatorial especializada
405050011;HC.1.3.3 ;Atenção ambulatorial especializada
405050020;HC.1.3.3 ;Atenção ambulatorial especializada
405050038;HC.1.3.3 ;Atenção ambulatorial especializada
405050046;HC.1.3.3 ;Atenção ambulatorial especializada
405050054;HC.1.3.3 ;Atenção ambulatorial especializada
405050062;HC.1.3.3 ;Atenção ambulatorial especializada
405050070;HC.1.3.3 ;Atenção ambulatorial especializada
405050089;HC.1.3.3 ;Atenção ambulatorial especializada
405050097;HC.1.3.3 ;Atenção ambulatorial especializada
405050100;HC.1.3.3 ;Atenção ambulatorial especializada
405050119;HC.1.3.3 ;Atenção ambulatorial especializada
405050127;HC.1.3.3 ;Atenção ambulatorial especializada
405050135;HC.1.1 ;Atenção curativa em regime de internação
405050143;HC.1.3.3 ;Atenção ambulatorial especializada
405050151;HC.1.3.3 ;Atenção ambulatorial especializada
405050160;HC.1.3.3 ;Atenção ambulatorial especializada
405050178;HC.1.3.3 ;Atenção ambulatorial especializada
405050186;HC.1.1 ;Atenção curativa em regime de internação
405050194;HC.1.3.3 ;Atenção ambulatorial especializada
405050208;HC.1.3.3 ;Atenção ambulatorial especializada
405050216;HC.1.3.3 ;Atenção ambulatorial especializada
405050224;HC.1.3.3 ;Atenção ambulatorial especializada
405050232;HC.1.1 ;Atenção curativa em regime de internação
405050240;HC.1.3.3 ;Atenção ambulatorial especializada
405050259;HC.1.3.3 ;Atenção ambulatorial especializada
405050267;HC.1.3.3 ;Atenção ambulatorial especializada
405050283;HC.1.3.3 ;Atenção ambulatorial especializada
405050291;HC.1.3.3 ;Atenção ambulatorial especializada
405050305;HC.1.3.3 ;Atenção ambulatorial especializada
405050313;HC.1.1 ;Atenção curativa em regime de internação
405050321;HC.1.3.3 ;Atenção ambulatorial especializada
405050348;HC.1.1 ;Atenção curativa em regime de internação
405050356;HC.1.1 ;Atenção curativa em regime de internação
405050364;HC.1.3.3 ;Atenção ambulatorial especializada
405050372;HC.1.3.3 ;Atenção ambulatorial especializada
405050380;HC.1.1 ;Atenção curativa em regime de internação
405050399;HC.1.3.3 ;Atenção ambulatorial especializada
405050402;HC.1.1 ;Atenção curativa em regime de internação
406010013;HC.1.1 ;Atenção curativa em regime de internação
406010021;HC.1.1 ;Atenção curativa em regime de internação
406010030;HC.1.1 ;Atenção curativa em regime de internação
406010048;HC.1.1 ;Atenção curativa em regime de internação
406010056;HC.1.1 ;Atenção curativa em regime de internação
406010064;HC.1.1 ;Atenção curativa em regime de internação
406010072;HC.1.1 ;Atenção curativa em regime de internação
406010080;HC.1.1 ;Atenção curativa em regime de internação
406010099;HC.1.1 ;Atenção curativa em regime de internação
406010102;HC.1.1 ;Atenção curativa em regime de internação
406010110;HC.1.1 ;Atenção curativa em regime de internação
406010129;HC.1.1 ;Atenção curativa em regime de internação
406010137;HC.1.1 ;Atenção curativa em regime de internação
406010145;HC.1.1 ;Atenção curativa em regime de internação
406010153;HC.1.1 ;Atenção curativa em regime de internação
406010161;HC.1.1 ;Atenção curativa em regime de internação
406010170;HC.1.1 ;Atenção curativa em regime de internação
406010188;HC.1.1 ;Atenção curativa em regime de internação
406010196;HC.1.1 ;Atenção curativa em regime de internação
406010200;HC.1.1 ;Atenção curativa em regime de internação
406010218;HC.1.1 ;Atenção curativa em regime de internação
406010226;HC.1.1 ;Atenção curativa em regime de internação
406010234;HC.1.1 ;Atenção curativa em regime de internação
406010242;HC.1.1 ;Atenção curativa em regime de internação
406010250;HC.1.1 ;Atenção curativa em regime de internação
406010269;HC.1.1 ;Atenção curativa em regime de internação
406010277;HC.1.1 ;Atenção curativa em regime de internação
406010285;HC.1.1 ;Atenção curativa em regime de internação
406010293;HC.1.1 ;Atenção curativa em regime de internação
406010307;HC.1.1 ;Atenção curativa em regime de internação
406010315;HC.1.1 ;Atenção curativa em regime de internação
406010323;HC.1.1 ;Atenção curativa em regime de internação
406010331;HC.1.1 ;Atenção curativa em regime de internação
406010340;HC.1.1 ;Atenção curativa em regime de internação
406010358;HC.1.1 ;Atenção curativa em regime de internação
406010366;HC.1.1 ;Atenção curativa em regime de internação
406010374;HC.1.1 ;Atenção curativa em regime de internação
406010382;HC.1.1 ;Atenção curativa em regime de internação
406010390;HC.1.1 ;Atenção curativa em regime de internação
406010404;HC.1.1 ;Atenção curativa em regime de internação
406010412;HC.1.1 ;Atenção curativa em regime de internação
406010420;HC.1.1 ;Atenção curativa em regime de internação
406010439;HC.1.1 ;Atenção curativa em regime de internação
406010447;HC.1.1 ;Atenção curativa em regime de internação
406010455;HC.1.1 ;Atenção curativa em regime de internação
406010463;HC.1.1 ;Atenção curativa em regime de internação
406010471;HC.1.1 ;Atenção curativa em regime de internação
406010480;HC.1.1 ;Atenção curativa em regime de internação
406010498;HC.1.1 ;Atenção curativa em regime de internação
406010501;HC.1.1 ;Atenção curativa em regime de internação
406010510;HC.1.1 ;Atenção curativa em regime de internação
406010528;HC.1.1 ;Atenção curativa em regime de internação
406010536;HC.1.1 ;Atenção curativa em regime de internação
406010544;HC.1.1 ;Atenção curativa em regime de internação
406010552;HC.1.1 ;Atenção curativa em regime de internação
406010560;HC.1.1 ;Atenção curativa em regime de internação
406010579;HC.1.1 ;Atenção curativa em regime de internação
406010587;HC.1.1 ;Atenção curativa em regime de internação
406010595;HC.1.1 ;Atenção curativa em regime de internação
406010609;HC.1.1 ;Atenção curativa em regime de internação
406010617;HC.1.1 ;Atenção curativa em regime de internação
406010625;HC.1.1 ;Atenção curativa em regime de internação
406010633;HC.1.1 ;Atenção curativa em regime de internação
406010641;HC.1.1 ;Atenção curativa em regime de internação
406010650;HC.1.1 ;Atenção curativa em regime de internação
406010668;HC.1.1 ;Atenção curativa em regime de internação
406010676;HC.1.1 ;Atenção curativa em regime de internação
406010684;HC.1.1 ;Atenção curativa em regime de internação
406010692;HC.1.1 ;Atenção curativa em regime de internação
406010706;HC.1.1 ;Atenção curativa em regime de internação
406010714;HC.1.1 ;Atenção curativa em regime de internação
406010722;HC.1.1 ;Atenção curativa em regime de internação
406010730;HC.1.1 ;Atenção curativa em regime de internação
406010749;HC.1.1 ;Atenção curativa em regime de internação
406010757;HC.1.1 ;Atenção curativa em regime de internação
406010765;HC.1.1 ;Atenção curativa em regime de internação
406010773;HC.1.1 ;Atenção curativa em regime de internação
406010781;HC.1.1 ;Atenção curativa em regime de internação
406010790;HC.1.1 ;Atenção curativa em regime de internação
406010803;HC.1.1 ;Atenção curativa em regime de internação
406010811;HC.1.1 ;Atenção curativa em regime de internação
406010820;HC.1.1 ;Atenção curativa em regime de internação
406010838;HC.1.1 ;Atenção curativa em regime de internação
406010846;HC.1.1 ;Atenção curativa em regime de internação
406010854;HC.1.1 ;Atenção curativa em regime de internação
406010862;HC.1.1 ;Atenção curativa em regime de internação
406010870;HC.1.1 ;Atenção curativa em regime de internação
406010889;HC.1.1 ;Atenção curativa em regime de internação
406010897;HC.1.1 ;Atenção curativa em regime de internação
406010900;HC.1.1 ;Atenção curativa em regime de internação
406010919;HC.1.1 ;Atenção curativa em regime de internação
406010927;HC.1.1 ;Atenção curativa em regime de internação
406010935;HC.1.1 ;Atenção curativa em regime de internação
406010943;HC.1.1 ;Atenção curativa em regime de internação
406010951;HC.1.1 ;Atenção curativa em regime de internação
406010960;HC.1.1 ;Atenção curativa em regime de internação
406010978;HC.1.1 ;Atenção curativa em regime de internação
406010986;HC.1.1 ;Atenção curativa em regime de internação
406010994;HC.1.1 ;Atenção curativa em regime de internação
406011001;HC.1.1 ;Atenção curativa em regime de internação
406011010;HC.1.1 ;Atenção curativa em regime de internação
406011028;HC.1.1 ;Atenção curativa em regime de internação
406011036;HC.1.1 ;Atenção curativa em regime de internação
406011044;HC.1.1 ;Atenção curativa em regime de internação
406011052;HC.1.1 ;Atenção curativa em regime de internação
406011060;HC.1.1 ;Atenção curativa em regime de internação
406011079;HC.1.1 ;Atenção curativa em regime de internação
406011087;HC.1.1 ;Atenção curativa em regime de internação
406011095;HC.1.1 ;Atenção curativa em regime de internação
406011109;HC.1.1 ;Atenção curativa em regime de internação
406011117;HC.1.1 ;Atenção curativa em regime de internação
406011125;HC.1.1 ;Atenção curativa em regime de internação
406011133;HC.1.1 ;Atenção curativa em regime de internação
406011141;HC.1.1 ;Atenção curativa em regime de internação
406011150;HC.1.1 ;Atenção curativa em regime de internação
406011168;HC.1.1 ;Atenção curativa em regime de internação
406011176;HC.1.1 ;Atenção curativa em regime de internação
406011184;HC.1.1 ;Atenção curativa em regime de internação
406011192;HC.1.1 ;Atenção curativa em regime de internação
406011206;HC.1.1 ;Atenção curativa em regime de internação
406011214;HC.1.1 ;Atenção curativa em regime de internação
406011222;HC.1.1 ;Atenção curativa em regime de internação
406011230;HC.1.1 ;Atenção curativa em regime de internação
406011249;HC.1.1 ;Atenção curativa em regime de internação
406011257;HC.1.1 ;Atenção curativa em regime de internação
406011265;HC.1.1 ;Atenção curativa em regime de internação
406011273;HC.1.1 ;Atenção curativa em regime de internação
406011281;HC.1.1 ;Atenção curativa em regime de internação
406011290;HC.1.1 ;Atenção curativa em regime de internação
406011303;HC.1.1 ;Atenção curativa em regime de internação
406011311;HC.1.1 ;Atenção curativa em regime de internação
406011320;HC.1.1 ;Atenção curativa em regime de internação
406011338;HC.1.1 ;Atenção curativa em regime de internação
406011346;HC.1.1 ;Atenção curativa em regime de internação
406011354;HC.1.1 ;Atenção curativa em regime de internação
406011362;HC.1.1 ;Atenção curativa em regime de internação
406011370;HC.1.1 ;Atenção curativa em regime de internação
406011389;HC.1.1 ;Atenção curativa em regime de internação
406011397;HC.1.1 ;Atenção curativa em regime de internação
406011400;HC.1.1 ;Atenção curativa em regime de internação
406011419;HC.1.1 ;Atenção curativa em regime de internação
406011427;HC.1.1 ;Atenção curativa em regime de internação
406011435;HC.1.1 ;Atenção curativa em regime de internação
406011443;HC.1.1 ;Atenção curativa em regime de internação
406011451;HC.1.1 ;Atenção curativa em regime de internação
406011460;HC.1.1 ;Atenção curativa em regime de internação
406011478;HC.1.1 ;Atenção curativa em regime de internação
406011486;HC.1.1 ;Atenção curativa em regime de internação
406011494;HC.1.1 ;Atenção curativa em regime de internação
406011508;HC.1.1 ;Atenção curativa em regime de internação
406011516;HC.1.1 ;Atenção curativa em regime de internação
406020019;HC.1.1 ;Atenção curativa em regime de internação
406020027;HC.1.1 ;Atenção curativa em regime de internação
406020035;HC.1.1 ;Atenção curativa em regime de internação
406020043;HC.1.1 ;Atenção curativa em regime de internação
406020051;HC.1.1 ;Atenção curativa em regime de internação
406020060;HC.1.1 ;Atenção curativa em regime de internação
406020078;HC.1.3.3 ;Atenção ambulatorial especializada
406020086;HC.1.3.3 ;Atenção ambulatorial especializada
406020094;HC.1.3.3 ;Atenção ambulatorial especializada
406020108;HC.1.1 ;Atenção curativa em regime de internação
406020116;HC.1.1 ;Atenção curativa em regime de internação
406020124;HC.1.1 ;Atenção curativa em regime de internação
406020132;HC.1.3.3 ;Atenção ambulatorial especializada
406020140;HC.1.3.3 ;Atenção ambulatorial especializada
406020159;HC.1.3.3 ;Atenção ambulatorial especializada
406020167;HC.1.3.3 ;Atenção ambulatorial especializada
406020175;HC.1.3.3 ;Atenção ambulatorial especializada
406020183;HC.1.1 ;Atenção curativa em regime de internação
406020191;HC.1.1 ;Atenção curativa em regime de internação
406020205;HC.1.3.3 ;Atenção ambulatorial especializada
406020213;HC.1.1 ;Atenção curativa em regime de internação
406020221;HC.1.1 ;Atenção curativa em regime de internação
406020230;HC.1.1 ;Atenção curativa em regime de internação
406020248;HC.1.1 ;Atenção curativa em regime de internação
406020256;HC.1.1 ;Atenção curativa em regime de internação
406020264;HC.1.1 ;Atenção curativa em regime de internação
406020272;HC.1.1 ;Atenção curativa em regime de internação
406020280;HC.1.1 ;Atenção curativa em regime de internação
406020299;HC.1.3.3 ;Atenção ambulatorial especializada
406020302;HC.1.1 ;Atenção curativa em regime de internação
406020310;HC.1.1 ;Atenção curativa em regime de internação
406020329;HC.1.1 ;Atenção curativa em regime de internação
406020337;HC.1.1 ;Atenção curativa em regime de internação
406020345;HC.1.1 ;Atenção curativa em regime de internação
406020353;HC.1.1 ;Atenção curativa em regime de internação
406020361;HC.1.1 ;Atenção curativa em regime de internação
406020370;HC.1.1 ;Atenção curativa em regime de internação
406020388;HC.1.1 ;Atenção curativa em regime de internação
406020396;HC.1.1 ;Atenção curativa em regime de internação
406020400;HC.1.1 ;Atenção curativa em regime de internação
406020418;HC.1.1 ;Atenção curativa em regime de internação
406020426;HC.1.1 ;Atenção curativa em regime de internação
406020434;HC.1.1 ;Atenção curativa em regime de internação
406020442;HC.1.1 ;Atenção curativa em regime de internação
406020450;HC.1.1 ;Atenção curativa em regime de internação
406020469;HC.1.1 ;Atenção curativa em regime de internação
406020477;HC.1.1 ;Atenção curativa em regime de internação
406020485;HC.1.1 ;Atenção curativa em regime de internação
406020493;HC.1.1 ;Atenção curativa em regime de internação
406020507;HC.1.1 ;Atenção curativa em regime de internação
406020515;HC.1.1 ;Atenção curativa em regime de internação
406020523;HC.1.1 ;Atenção curativa em regime de internação
406020531;HC.1.1 ;Atenção curativa em regime de internação
406020540;HC.1.1 ;Atenção curativa em regime de internação
406020558;HC.1.1 ;Atenção curativa em regime de internação
406020566;HC.1.1 ;Atenção curativa em regime de internação
406020574;HC.1.1 ;Atenção curativa em regime de internação
406020582;HC.1.1 ;Atenção curativa em regime de internação
406020590;HC.1.1 ;Atenção curativa em regime de internação
406020604;HC.1.1 ;Atenção curativa em regime de internação
406020612;HC.1.1 ;Atenção curativa em regime de internação
406020620;HC.1.3.3 ;Atenção ambulatorial especializada
406030014;HC.1.1 ;Atenção curativa em regime de internação
406030022;HC.1.1 ;Atenção curativa em regime de internação
406030030;HC.1.1 ;Atenção curativa em regime de internação
406030049;HC.1.1 ;Atenção curativa em regime de internação
406030057;HC.1.1 ;Atenção curativa em regime de internação
406030065;HC.1.1 ;Atenção curativa em regime de internação
406030073;HC.1.1 ;Atenção curativa em regime de internação
406030081;HC.1.1 ;Atenção curativa em regime de internação
406030090;HC.1.1 ;Atenção curativa em regime de internação
406030103;HC.1.1 ;Atenção curativa em regime de internação
406030111;HC.1.1 ;Atenção curativa em regime de internação
406030120;HC.1.1 ;Atenção curativa em regime de internação
406030138;HC.1.1 ;Atenção curativa em regime de internação
406030146;HC.1.1 ;Atenção curativa em regime de internação
406040010;HC.1.1 ;Atenção curativa em regime de internação
406040028;HC.1.1 ;Atenção curativa em regime de internação
406040044;HC.1.1 ;Atenção curativa em regime de internação
406040052;HC.1.1 ;Atenção curativa em regime de internação
406040060;HC.1.1 ;Atenção curativa em regime de internação
406040079;HC.1.1 ;Atenção curativa em regime de internação
406040087;HC.1.1 ;Atenção curativa em regime de internação
406040095;HC.1.1 ;Atenção curativa em regime de internação
406040109;HC.1.1 ;Atenção curativa em regime de internação
406040117;HC.1.1 ;Atenção curativa em regime de internação
406040125;HC.1.1 ;Atenção curativa em regime de internação
406040133;HC.1.1 ;Atenção curativa em regime de internação
406040141;HC.1.1 ;Atenção curativa em regime de internação
406040150;HC.1.1 ;Atenção curativa em regime de internação
406040168;HC.1.1 ;Atenção curativa em regime de internação
406040176;HC.1.1 ;Atenção curativa em regime de internação
406040184;HC.1.1 ;Atenção curativa em regime de internação
406040192;HC.1.1 ;Atenção curativa em regime de internação
406040206;HC.1.1 ;Atenção curativa em regime de internação
406040214;HC.1.1 ;Atenção curativa em regime de internação
406040222;HC.1.1 ;Atenção curativa em regime de internação
406040230;HC.1.1 ;Atenção curativa em regime de internação
406040249;HC.1.1 ;Atenção curativa em regime de internação
406040257;HC.1.1 ;Atenção curativa em regime de internação
406040265;HC.1.1 ;Atenção curativa em regime de internação
406040273;HC.1.1 ;Atenção curativa em regime de internação
406040281;HC.1.1 ;Atenção curativa em regime de internação
406040290;HC.1.1 ;Atenção curativa em regime de internação
406040303;HC.1.1 ;Atenção curativa em regime de internação
406040311;HC.1.1 ;Atenção curativa em regime de internação
406040320;HC.1.1 ;Atenção curativa em regime de internação
406040338;HC.1.1 ;Atenção curativa em regime de internação
406050015;HC.4.2 ;Exames de imagem e métodos gráficos
406050023;HC.4.2 ;Exames de imagem e métodos gráficos
406050031;HC.4.2 ;Exames de imagem e métodos gráficos
406050040;HC.4.2 ;Exames de imagem e métodos gráficos
406050058;HC.4.2 ;Exames de imagem e métodos gráficos
406050066;HC.4.2 ;Exames de imagem e métodos gráficos
406050074;HC.4.2 ;Exames de imagem e métodos gráficos
406050082;HC.4.2 ;Exames de imagem e métodos gráficos
406050090;HC.4.2 ;Exames de imagem e métodos gráficos
406050104;HC.4.2 ;Exames de imagem e métodos gráficos
406050112;HC.4.2 ;Exames de imagem e métodos gráficos
406050120;HC.4.2 ;Exames de imagem e métodos gráficos
406050139;HC.4.2 ;Exames de imagem e métodos gráficos
407010017;HC.1.1 ;Atenção curativa em regime de internação
407010025;HC.1.1 ;Atenção curativa em regime de internação
407010033;HC.1.1 ;Atenção curativa em regime de internação
407010041;HC.1.1 ;Atenção curativa em regime de internação
407010050;HC.1.1 ;Atenção curativa em regime de internação
407010068;HC.1.1 ;Atenção curativa em regime de internação
407010076;HC.1.1 ;Atenção curativa em regime de internação
407010084;HC.1.1 ;Atenção curativa em regime de internação
407010092;HC.1.1 ;Atenção curativa em regime de internação
407010106;HC.1.1 ;Atenção curativa em regime de internação
407010114;HC.1.1 ;Atenção curativa em regime de internação
407010122;HC.1.1 ;Atenção curativa em regime de internação
407010130;HC.1.1 ;Atenção curativa em regime de internação
407010149;HC.1.1 ;Atenção curativa em regime de internação
407010157;HC.1.1 ;Atenção curativa em regime de internação
407010165;HC.1.1 ;Atenção curativa em regime de internação
407010173;HC.1.1 ;Atenção curativa em regime de internação
407010181;HC.1.1 ;Atenção curativa em regime de internação
